Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot478,"Snofielf",2,Completed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","18:02:13","18:03:19",
Bot478,"Snofielf",2,Failed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","18:03:24","18:06:48",
Bot484,"weardo98",10,Active,"Tarbank","Tarbank: Objective #6","1","17:55:25","N/A",
Bot486,"Styrr",18,Completed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","17:55:28","17:55:33",
Bot486,"Styrr",18,Failed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","17:55:38","18:06:02",
Bot487,"NORVINSK_EVANGELION",10,Completed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","17:55:29","17:55:35",
Bot487,"NORVINSK_EVANGELION",10,Pending,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","17:55:40","N/A",
Bot485,"SamSWAT",17,Failed,"Tarbank","Tarbank: Objective #6","1","17:55:34","18:06:22",
Bot492,"AshleyShcaefferBMW",3,Failed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","17:59:13","18:01:25",
Bot493,"Anthal",7,Completed,"Luxurious Life","Zone Sandbox_3_Vino_exploration","1","17:59:43","18:00:28",
Bot493,"Anthal",7,Completed,"Saving the Mole","Item TerraGroup scientist's hard drive","1","18:00:33","18:01:21",
Bot496,"Digi",1,Completed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","18:00:48","18:02:25",
Bot496,"Digi",1,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","18:02:30","18:03:05",
Bot500,"Borkel",2,Completed,"Saving the Mole","Item TerraGroup scientist's hard drive","1","18:01:24","18:02:07",
Bot500,"Borkel",2,Completed,"Saving the Mole","Zone Sandbox_5_Office_exploration","1","18:02:12","18:02:13",
Bot500,"Borkel",2,Completed,"Saving the Mole","Zone Sandbox_5_Laborant_exploration","1","18:02:18","18:03:04",
Bot500,"Borkel",2,Completed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","18:03:09","18:03:36",
Bot500,"Borkel",2,Active,"TerraGroup Garage","TerraGroup Garage: Objective #2","2","18:03:42","N/A",
Bot505,"McDewgle",18,Completed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","18:05:14","18:07:58",
Bot505,"McDewgle",18,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","18:08:03","18:16:10",
Bot506,"Nomad_420",4,Failed,"Capital Insight Sniping","Capital Insight Sniping: Objective #1","2","18:05:30","18:15:23",
Bot510,"Refringe",10,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #2","1","18:05:44","18:05:46",
Bot510,"Refringe",10,Pending,"Tarbank Upstairs","Tarbank Upstairs: Objective #4","1","18:05:51","N/A",
Bot509,"Yakhmet",3,Failed,"Tarbank Upstairs","Tarbank Upstairs: Objective #2","1","18:05:58","18:09:05",
Bot512,"Digi",8,Completed,"Saving the Mole","Item TerraGroup scientist's hard drive","1","18:07:48","18:07:54",
Bot512,"Digi",8,Completed,"Saving the Mole","Zone Sandbox_5_Office_exploration","1","18:07:59","18:08:03",
Bot512,"Digi",8,Completed,"Saving the Mole","Zone Sandbox_5_Laborant_exploration","1","18:08:08","18:08:34",
Bot512,"Digi",8,Completed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","18:08:39","18:09:12",
Bot512,"Digi",8,Completed,"TerraGroup Garage","TerraGroup Garage: Objective #2","3","18:09:17","18:09:41",
Bot512,"Digi",8,Completed,"TerraGroup Garage","TerraGroup Garage: Objective #1","1","18:09:46","18:09:56",
Bot512,"Digi",8,Active,"Luxurious Life","Zone Sandbox_3_Vino_exploration","1","18:10:01","N/A",
Bot513,"Archy",6,Pending,"Saving the Mole","Item TerraGroup scientist's hard drive","1","18:08:02","N/A",
Bot519,"Cannuccia",9,Pending,"Olive Restaurant","Olive Restaurant: Objective #5","1","18:10:00","N/A",
Bot518,"reider123",15,Failed,"Tarbank Upstairs","Tarbank Upstairs: Objective #4","1","18:10:01","18:12:51",
Bot517,"Amands2Mello",10,Completed,"Kyshperski","Kyshperski: Objective #3","1","18:10:02","18:10:08",
Bot517,"Amands2Mello",10,Failed,"Kyshperski","Kyshperski: Objective #4","1","18:10:13","18:16:16",
Bot520,"Bulld0z3r",7,Failed,"Olive Restaurant","Olive Restaurant: Objective #5","1","18:10:08","18:10:49",
Bot521,"3371",4,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #4","3","18:10:47","18:12:25",
Bot521,"3371",4,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #3","3","18:12:30","18:13:33",
Bot521,"3371",4,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #1","1","18:13:38","18:14:13",
Bot521,"3371",4,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #2","1","18:14:18","18:15:08",
Bot521,"3371",4,Completed,"Underground South","Underground South: Objective #3","2","18:15:13","18:16:28",
Bot521,"3371",4,Completed,"Underground South","Underground South: Objective #4","1","18:16:33","18:17:14",
Bot521,"3371",4,Completed,"Underground South","Underground South: Objective #2","1","18:17:19","18:17:30",
Bot521,"3371",4,Pending,"Underground South","Underground South: Objective #1","1","18:17:35","N/A",
Bot524,"LuckyCharmT",5,Pending,"Capital Insight Sniping","Capital Insight Sniping: Objective #1","1","18:11:30","N/A",
Bot525,"snowythefox811",6,Failed,"Capital Insight","Capital Insight: Objective #5","1","18:11:33","18:11:34",
Bot532,"rozema",2,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #9","1","18:14:59","18:15:47",
Bot532,"rozema",2,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #8","1","18:15:52","18:15:56",
Bot532,"rozema",2,Pending,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #7","1","18:16:01","N/A",
Bot533,"Nasc",10,Pending,"Underground North","Underground North: Objective #7","1","18:15:08","N/A",
Bot534,"nektoNick",13,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #2","1","18:15:52","18:16:24",
Bot534,"nektoNick",13,Pending,"Tarbank Upstairs","Tarbank Upstairs: Objective #4","1","18:16:29","N/A",
Bot535,"JaydanCan",7,Pending,"Tarbank Upstairs","Tarbank Upstairs: Objective #2","1","18:15:52","N/A",
Bot536,"Valens",15,Pending,"Tarbank","Tarbank: Objective #6","1","18:15:58","N/A",
Bot537,"igorir3",3,Active,"Tarbank Upstairs","Tarbank Upstairs: Objective #4","1","18:16:20","N/A",
Bot538,"Jeo",13,Completed,"Olive Restaurant","Olive Restaurant: Objective #4","1","18:16:23","18:16:23",
Bot538,"Jeo",13,Pending,"Olive Restaurant","Olive Restaurant: Objective #2","1","18:16:28","N/A",
Bot539,"Павел Макарыч (ThatGuyXIV)",1,Active,"TerraGroup Office Upstairs Sniping","TerraGroup Office Upstairs Sniping: Objective #1","2","18:16:27","N/A",
